N,종목명,현재가,전일비,등락률,액면가,자산총계,영업이익,매출액증가율
314.0,세방,27750.0,450.0,-1.60%,500.0,12453.0,292.0,25.58
315.0,삼성 레버리지 WTI원유 선물 ETN,1320.0,15.0,+1.15%,0.0,,,
316.0,HSD엔진,7400.0,170.0,-2.25%,1000.0,7956.0,-398.0,-27.83
317.0,미래에셋증권2우B,3775.0,0.0,0.00%,5000.0,,,
318.0,삼성화재우,165500.0,0.0,0.00%,500.0,,,
319.0,NICE,13600.0,50.0,+0.37%,500.0,30838.0,1443.0,19.19
320.0,동아에스티,60900.0,100.0,-0.16%,5000.0,11160.0,156.0,1.11
321.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9065.0,295.0,-3.15%,0.0,,,
322.0,고려제강,22250.0,250.0,-1.11%,1000.0,24743.0,985.0,21.04
323.0,코오롱글로벌,20250.0,150.0,-0.74%,5000.0,25757.0,2415.0,20.91
324.0,엠씨넥스,28350.0,450.0,-1.56%,500.0,5255.0,239.0,-23.04
325.0,SGC에너지,34700.0,900.0,+2.66%,5000.0,25915.0,1522.0,1681.71
326.0,경동나비엔,34900.0,800.0,-2.24%,1000.0,9339.0,643.0,26.28
327.0,애경산업,19250.0,100.0,-0.52%,1000.0,4315.0,244.0,-2.42
328.0,KBSTAR 단기통안채,106245.0,5.0,0.00%,0.0,,,
329.0,KBSTAR KIS종합채권(A-이상)액티브,94305.0,700.0,-0.74%,0.0,,,
330.0,TIGER 미국달러단기채권액티브,11110.0,110.0,-0.98%,0.0,,,
331.0,미래에셋생명,2855.0,45.0,-1.55%,5000.0,419973.0,1065.0,-2.63
332.0,한국카본,11300.0,250.0,-2.16%,500.0,4984.0,327.0,-10.65
333.0,에이프로젠,648.0,21.0,-3.14%,500.0,8241.0,-27.0,11.09
334.0,유안타증권,2455.0,30.0,-1.21%,5000.0,147149.0,3214.0,-14.61
335.0,아모레퍼시픽우,46300.0,50.0,-0.11%,500.0,,,
336.0,한화손해보험,4185.0,60.0,+1.45%,5000.0,202850.0,1343.0,1.59
337.0,신한 레버리지 WTI원유 선물 ETN(H),975.0,20.0,+2.09%,0.0,,,
338.0,신한알파리츠,6590.0,20.0,-0.30%,1000.0,19289.0,265.0,20.84
339.0,프레스티지바이오파마,8070.0,200.0,-2.42%,0.0,5176.0,-235.0,
340.0,삼성SDI우,299000.0,3000.0,+1.01%,5000.0,,,
341.0,ACE 200,30700.0,265.0,-0.86%,0.0,,,
342.0,LF,15900.0,200.0,-1.24%,5000.0,25411.0,1589.0,11.34
343.0,SK디앤디,20700.0,350.0,-1.66%,1000.0,19834.0,1294.0,13.03
344.0,롯데손해보험,1480.0,5.0,-0.34%,1000.0,189112.0,1294.0,-13.93
345.0,애경케미칼,9410.0,10.0,+0.11%,500.0,12450.0,933.0,72.76
346.0,KODEX 단기변동금리부채권액티브,104995.0,25.0,+0.02%,0.0,,,
347.0,KOSEF 200TR,37100.0,300.0,-0.80%,0.0,,,
348.0,KODEX 선진국MSCI World,19035.0,520.0,-2.66%,0.0,,,
349.0,코람코에너지리츠,5130.0,0.0,0.00%,500.0,13155.0,202.0,10.65
350.0,KB스타리츠,4465.0,35.0,-0.78%,500.0,3.0,0.0,
351.0,ACE 미국S&P500,12390.0,355.0,-2.79%,0.0,,,
352.0,KOSEF 국고채10년,109465.0,1835.0,-1.65%,0.0,,,
353.0,제주은행,13750.0,3150.0,+29.72%,5000.0,69442.0,226.0,-4.75
354.0,남해화학,8820.0,160.0,-1.78%,1000.0,7191.0,205.0,
355.0,자화전자,21600.0,500.0,-2.26%,500.0,4379.0,163.0,15.69
356.0,동일산업,176500.0,7000.0,-3.81%,5000.0,4738.0,420.0,39.35
357.0,풀무원,11050.0,150.0,-1.34%,500.0,19694.0,385.0,8.99
358.0,JW중외제약,18850.0,800.0,-4.07%,2500.0,6331.0,312.0,10.83
359.0,세아홀딩스,104500.0,2000.0,-1.88%,5000.0,55378.0,3082.0,41.06
360.0,국도화학,46100.0,350.0,-0.75%,5000.0,14164.0,2047.0,39.24
361.0,KODEX 미국S&P500TR,10915.0,305.0,-2.72%,0.0,,,
362.0,TYM,2710.0,85.0,-3.04%,500.0,7074.0,353.0,17.97
363.0,송원산업,17200.0,450.0,-2.55%,500.0,11156.0,1057.0,23.57
364.0,KODEX 23-12 은행채(AA+이상)액티브,10095.0,5.0,+0.05%,0.0,,,
365.0,삼양사,39900.0,600.0,-1.48%,5000.0,28020.0,826.0,16.22
366.0,스카이라이프,8600.0,10.0,+0.12%,2500.0,12756.0,730.0,9.23
367.0,세아제강,143500.0,0.0,0.00%,5000.0,12282.0,1319.0,30.15
368.0,대원제약,18600.0,550.0,-2.87%,500.0,4296.0,194.0,14.81
369.0,신영증권우,57400.0,0.0,0.00%,5000.0,,,
370.0,BGF,4230.0,45.0,-1.05%,1000.0,19816.0,115.0,33.94
371.0,한국자산신탁,3260.0,5.0,-0.15%,500.0,12647.0,1479.0,-11.47
372.0,TIGER KRX2차전지K-뉴딜,14365.0,5.0,-0.03%,0.0,,,
373.0,DI동일,15550.0,1250.0,-7.44%,500.0,9931.0,486.0,19.63
374.0,유나이티드제약,24400.0,600.0,-2.40%,500.0,3800.0,332.0,2.36
375.0,빙그레,39900.0,200.0,-0.50%,5000.0,7602.0,262.0,19.63
376.0,서흥,33700.0,350.0,+1.05%,500.0,8100.0,696.0,7.91
377.0,이연제약,21600.0,1200.0,-5.26%,500.0,4780.0,37.0,9.82
378.0,이수페타시스,6090.0,160.0,-2.56%,1000.0,4497.0,469.0,19.43
379.0,맵스리얼티1,4140.0,10.0,-0.24%,0.0,,,
380.0,삼아알미늄,34750.0,50.0,-0.14%,500.0,2272.0,154.0,28.4
381.0,KODEX 코스피,23765.0,155.0,-0.65%,0.0,,,
382.0,TIGER 미국S&P500선물(H),43980.0,820.0,-1.83%,0.0,,,
383.0,교보증권,5780.0,50.0,-0.86%,5000.0,114838.0,1855.0,27.26
384.0,아세아시멘트,9560.0,60.0,-0.62%,500.0,20373.0,1286.0,13.34
385.0,잇츠한불,16950.0,550.0,-3.14%,500.0,4947.0,8.0,-4.24
386.0,ACE 미국나스닥100,10895.0,395.0,-3.50%,0.0,,,
387.0,키다리스튜디오,10000.0,50.0,-0.50%,500.0,2901.0,69.0,161.76
388.0,LG헬로비전,4720.0,140.0,-2.88%,2500.0,14881.0,445.0,2.1
389.0,한일현대시멘트,18800.0,250.0,-1.31%,5000.0,5968.0,359.0,18.76
390.0,일양약품,19000.0,400.0,-2.06%,2500.0,4943.0,410.0,8.16
391.0,삼진제약,26000.0,550.0,-2.07%,1000.0,3325.0,339.0,6.34
392.0,흥아해운,1490.0,30.0,-1.97%,500.0,2473.0,-19.0,-8.11
393.0,KBSTAR 23-11 회사채(AA-이상)액티브,50565.0,5.0,+0.01%,0.0,,,
394.0,대신증권우,13650.0,0.0,0.00%,5000.0,,,
395.0,한국토지신탁,1405.0,20.0,-1.40%,1000.0,17214.0,895.0,-5.02
396.0,TIGER 차이나항셍테크,5720.0,255.0,-4.27%,0.0,,,
397.0,아이마켓코리아,10500.0,0.0,0.00%,500.0,11202.0,454.0,10.32
398.0,신성이엔지,1705.0,75.0,-4.21%,500.0,4767.0,24.0,-5.77
399.0,코오롱플라스틱,9170.0,340.0,-3.58%,1000.0,3691.0,277.0,37.3
400.0,퍼시스,30250.0,300.0,+1.00%,1000.0,5755.0,287.0,13.82
401.0,롯데정보통신,22550.0,250.0,-1.10%,5000.0,7501.0,400.0,9.47
402.0,아세아제지,38500.0,450.0,-1.16%,5000.0,9696.0,939.0,29.26
403.0,신대양제지,85400.0,0.0,0.00%,5000.0,8460.0,544.0,11.88
404.0,한일홀딩스,11150.0,50.0,-0.45%,1000.0,32638.0,1308.0,15.24
405.0,KODEX 미국나스닥100TR,9430.0,265.0,-2.73%,0.0,,,
406.0,신도리코,33550.0,50.0,-0.15%,5000.0,10226.0,43.0,-4.16
407.0,HDC,5660.0,30.0,-0.53%,5000.0,106515.0,3687.0,20.95
408.0,일동홀딩스,29200.0,200.0,-0.68%,1000.0,9208.0,-828.0,-0.69
409.0,케이씨텍,16150.0,50.0,-0.31%,500.0,4530.0,521.0,7.71
410.0,TIGER 일본니케이225,15350.0,110.0,-0.71%,0.0,,,
411.0,KODEX 미국FANG플러스(H),17115.0,685.0,-3.85%,0.0,,,
412.0,KODEX 코스닥150선물인버스,5455.0,120.0,+2.25%,0.0,,,
413.0,이리츠코크렙,5280.0,10.0,-0.19%,500.0,6962.0,164.0,0.49
414.0,티웨이항공,2085.0,20.0,-0.95%,500.0,7350.0,-1483.0,-20.36
415.0,HJ중공업,4000.0,105.0,-2.56%,5000.0,23852.0,-1090.0,0.63
416.0,SIMPAC,5090.0,70.0,-1.36%,500.0,9032.0,1064.0,67.55
417.0,한화3우B,14800.0,0.0,0.00%,5000.0,,,
418.0,삼화콘덴서,31950.0,750.0,-2.29%,1000.0,2693.0,332.0,8.1
419.0,효성화학,104000.0,3000.0,-2.80%,5000.0,30562.0,1486.0,34.99
420.0,한국쉘석유,253500.0,500.0,+0.20%,5000.0,1657.0,380.0,20.49
421.0,SK렌터카,6940.0,50.0,-0.72%,500.0,28602.0,791.0,20.08
422.0,E1,47800.0,900.0,-1.85%,5000.0,39993.0,56.0,31.18
423.0,HL홀딩스,31250.0,400.0,-1.26%,5000.0,22950.0,1399.0,41.5
424.0,환인제약,17550.0,0.0,0.00%,500.0,3532.0,313.0,3.54
425.0,DL건설,14800.0,200.0,-1.33%,5000.0,16696.0,2296.0,15.89
426.0,조광피혁,49050.0,900.0,+1.87%,5000.0,4409.0,109.0,7.12
427.0,한솔제지,13650.0,200.0,-1.44%,5000.0,18878.0,607.0,21.48
428.0,신성통상,2260.0,40.0,-1.74%,500.0,10228.0,1399.0,22.16
429.0,조선내화,80500.0,100.0,+0.12%,5000.0,13493.0,331.0,5.82
430.0,지역난방공사,27550.0,800.0,-2.82%,5000.0,65174.0,397.0,20.86
431.0,현대차증권,10050.0,0.0,0.00%,5000.0,88061.0,1565.0,1.64
432.0,수산인더스트리,22200.0,200.0,-0.89%,200.0,3986.0,513.0,11.45
433.0,농심홀딩스,68200.0,100.0,-0.15%,5000.0,13286.0,558.0,9.93
434.0,광동제약,6030.0,160.0,-2.58%,1000.0,8838.0,449.0,7.59
435.0,락앤락,6290.0,180.0,-2.78%,500.0,8297.0,325.0,8.18
436.0,한미글로벌,28700.0,400.0,-1.37%,500.0,2853.0,196.0,16.13
437.0,KEC,2170.0,100.0,-4.41%,500.0,4006.0,265.0,33.04
438.0,SK증권,663.0,9.0,-1.34%,500.0,63714.0,508.0,4.07
439.0,세진중공업,5500.0,170.0,-3.00%,500.0,5704.0,37.0,-12.32
440.0,이엔플러스,5350.0,60.0,-1.11%,500.0,1028.0,-19.0,101.83
441.0,롯데하이마트,13150.0,100.0,+0.77%,5000.0,29435.0,1068.0,-4.49
442.0,경방,11250.0,100.0,-0.88%,500.0,12708.0,538.0,16.44
443.0,남양유업,427500.0,3500.0,-0.81%,5000.0,9374.0,-779.0,0.75
444.0,SNT중공업,9140.0,200.0,-2.14%,2500.0,8796.0,206.0,11.33
445.0,코리아써키트,12850.0,250.0,-1.91%,500.0,10646.0,851.0,57.87
446.0,한진,20250.0,150.0,-0.74%,5000.0,38776.0,994.0,13.02
447.0,KG케미칼,21750.0,600.0,-2.68%,5000.0,48849.0,4672.0,33.78
448.0,조일알미늄,2380.0,135.0,-5.37%,500.0,3479.0,183.0,40.26
449.0,CJ4우(전환),71000.0,0.0,0.00%,5000.0,,,
450.0,풍산홀딩스,28800.0,100.0,+0.35%,5000.0,10520.0,968.0,83.42
451.0,KBSTAR KIS단기종합채권(AA-이상)액티브,101910.0,30.0,+0.03%,0.0,,,
452.0,대성에너지,10850.0,250.0,-2.25%,1000.0,7425.0,160.0,3.67
453.0,STX엔진,12950.0,150.0,-1.15%,2500.0,8375.0,36.0,-15.89
454.0,한전산업,9130.0,190.0,-2.04%,500.0,1633.0,175.0,-2.5
455.0,미래에셋 레버리지 원유선물혼합 ETN(H),7255.0,35.0,+0.48%,0.0,,,
456.0,제일약품,20050.0,550.0,-2.67%,500.0,4265.0,-105.0,1.36
457.0,LX하우시스,32650.0,1000.0,-2.97%,5000.0,25474.0,673.0,14.28
458.0,영풍제지,13100.0,200.0,-1.50%,500.0,2096.0,81.0,22.88
459.0,삼양패키징,18450.0,0.0,0.00%,5000.0,6125.0,461.0,6.63
460.0,도화엔지니어링,8570.0,240.0,-2.72%,500.0,5002.0,200.0,0.43
461.0,대동,12050.0,200.0,-1.63%,1000.0,12606.0,382.0,31.64
462.0,대한제강,11700.0,300.0,-2.50%,1000.0,12324.0,2018.0,85.22
463.0,아세아,131500.0,2000.0,-1.50%,5000.0,31153.0,2289.0,20.91
464.0,한국콜마홀딩스,15500.0,450.0,-2.82%,500.0,12097.0,884.0,-0.22
465.0,웅진씽크빅,2490.0,5.0,-0.20%,500.0,7716.0,268.0,25.96
466.0,무림P&P,4590.0,65.0,-1.40%,2500.0,14836.0,294.0,16.25
467.0,남선알미늄,2215.0,110.0,-4.73%,500.0,3552.0,-69.0,-14.2
468.0,금호건설,7730.0,60.0,+0.78%,5000.0,17360.0,1116.0,12.87
469.0,대상홀딩스,7830.0,30.0,+0.38%,1000.0,36261.0,1630.0,12.03
470.0,코오롱,22400.0,600.0,-2.61%,5000.0,39663.0,3322.0,10.64
471.0,종근당홀딩스,55800.0,200.0,-0.36%,2500.0,13676.0,344.0,7.91
472.0,모토닉,8470.0,10.0,-0.12%,500.0,4480.0,144.0,9.82
473.0,한국금융지주우,47700.0,150.0,+0.32%,5000.0,,,
474.0,YG PLUS,4405.0,170.0,-3.72%,500.0,2231.0,256.0,44.02
475.0,금호석유우,92400.0,300.0,-0.32%,5000.0,,,
476.0,현대퓨처넷,2535.0,30.0,-1.17%,500.0,10340.0,74.0,245.39
477.0,하나제약,15600.0,250.0,-1.58%,500.0,3035.0,360.0,10.77
478.0,엘브이엠씨홀딩스,2750.0,5.0,-0.18%,0.0,6614.0,-146.0,-25.29
479.0,AJ네트웍스,5820.0,70.0,-1.19%,1000.0,13550.0,451.0,17.75
480.0,대한방직,51300.0,500.0,-0.97%,1000.0,2326.0,54.0,14.34
481.0,삼부토건,1375.0,45.0,-3.17%,1000.0,5514.0,-44.0,-5.88
482.0,한국철강,6380.0,140.0,-2.15%,1000.0,9087.0,1033.0,39.99
483.0,화신,7700.0,150.0,-1.91%,500.0,8708.0,242.0,13.92
484.0,HLB글로벌,6310.0,150.0,-2.32%,500.0,1639.0,-133.0,27.33
485.0,광주신세계,33200.0,200.0,-0.60%,1000.0,8523.0,606.0,15.23
486.0,SNT홀딩스,16150.0,250.0,-1.52%,500.0,23723.0,1256.0,-2.21
487.0,동화약품,9400.0,260.0,-2.69%,1000.0,4478.0,225.0,7.7
488.0,성신양회,10650.0,0.0,0.00%,5000.0,11216.0,300.0,15.4
489.0,KBSTAR Fn수소경제테마,9215.0,120.0,-1.29%,0.0,,,
490.0,삼성출판사,25850.0,1100.0,-4.08%,500.0,3387.0,80.0,12.19
491.0,일신방직,107500.0,1500.0,-1.38%,5000.0,10440.0,610.0,29.29
492.0,에어부산,2210.0,55.0,-2.43%,1000.0,10097.0,-2040.0,-7.06
493.0,삼익THK,12250.0,200.0,-1.61%,500.0,3782.0,148.0,17.67
494.0,미원홀딩스,110500.0,1500.0,-1.34%,500.0,4268.0,297.0,45.82
495.0,아주스틸,9620.0,230.0,-2.34%,500.0,6272.0,553.0,63.82
496.0,KISCO홀딩스,15600.0,100.0,-0.64%,1000.0,16881.0,2007.0,48.5
497.0,TCC스틸,9900.0,200.0,-1.98%,1000.0,3670.0,256.0,24.28
498.0,테이팩스,53000.0,1000.0,-1.85%,500.0,1808.0,213.0,30.44
499.0,경동인베스트,105500.0,7500.0,-6.64%,5000.0,5777.0,139.0,-3.89
500.0,동양,1035.0,15.0,-1.43%,500.0,10072.0,76.0,16.03
501.0,알루코,2745.0,75.0,-2.66%,500.0,7802.0,167.0,2.08
502.0,유진투자증권,2545.0,10.0,-0.39%,5000.0,91755.0,1170.0,-6.79
503.0,KPX케미칼,50900.0,200.0,+0.39%,5000.0,7771.0,447.0,36.71
504.0,교촌에프앤비,9850.0,70.0,-0.71%,500.0,2547.0,410.0,13.4
505.0,그린케미칼,10250.0,450.0,-4.21%,500.0,2117.0,209.0,18.08
506.0,KODEX 삼성그룹밸류,8580.0,60.0,-0.69%,0.0,,,
507.0,일성신약,92000.0,500.0,-0.54%,5000.0,3714.0,-18.0,3.67
508.0,KODEX K-메타버스액티브,7650.0,145.0,-1.86%,0.0,,,
509.0,대한제당,2720.0,5.0,+0.18%,500.0,11823.0,421.0,3.86
510.0,동성케미컬,4855.0,5.0,+0.10%,1000.0,8188.0,453.0,7.17
511.0,삼영무역,13050.0,50.0,+0.38%,500.0,5788.0,240.0,19.01
512.0,일진다이아,16950.0,650.0,-3.69%,1000.0,6418.0,91.0,11.27
513.0,KOSEF 200,30400.0,255.0,-0.83%,0.0,,,
514.0,자이에스앤디,6120.0,80.0,-1.29%,1000.0,5443.0,508.0,
515.0,S-Oil우,58600.0,700.0,-1.18%,2500.0,,,
516.0,KPX홀딩스,55700.0,800.0,-1.42%,5000.0,18149.0,541.0,29.96
517.0,사조대림,25550.0,850.0,-3.22%,5000.0,11398.0,1023.0,5.56
518.0,케이씨,17250.0,0.0,0.00%,500.0,9645.0,655.0,-3.92
519.0,하이트진로홀딩스,10050.0,200.0,-1.95%,5000.0,42363.0,1884.0,-2.45
520.0,신세계 I&C,13550.0,450.0,-3.21%,500.0,3541.0,355.0,9.53
521.0,LS전선아시아,7600.0,100.0,-1.30%,500.0,4953.0,282.0,29.5
522.0,스틱인베스트먼트,5570.0,170.0,-2.96%,500.0,3420.0,763.0,79.61
523.0,유니퀘스트,8470.0,130.0,-1.51%,500.0,4903.0,245.0,46.72
524.0,서연이화,8550.0,80.0,-0.93%,500.0,17905.0,660.0,11.09
525.0,NPC,6250.0,280.0,-4.29%,500.0,5000.0,283.0,12.88
526.0,현대코퍼레이션,17300.0,200.0,-1.14%,5000.0,17074.0,351.0,31.3
527.0,대덕,6740.0,70.0,-1.03%,500.0,17240.0,672.0,40693.19
528.0,대한제분,135000.0,500.0,-0.37%,5000.0,13216.0,250.0,14.54
529.0,대창단조,7930.0,240.0,-2.94%,500.0,2985.0,295.0,34.02
530.0,CJ제일제당 우,170500.0,500.0,+0.29%,5000.0,,,
531.0,BYC,361000.0,2000.0,+0.56%,5000.0,6844.0,267.0,1.6
532.0,KBSTAR 코스피,23915.0,170.0,-0.71%,0.0,,,
533.0,삼성 인버스 2X WTI원유 선물 ETN,150.0,5.0,-3.23%,0.0,,,
534.0,사조산업,44900.0,350.0,-0.77%,5000.0,11139.0,492.0,-5.07
535.0,디앤디플랫폼리츠,3455.0,20.0,-0.58%,1000.0,8690.0,103.0,19.44
536.0,대교,2625.0,50.0,-1.87%,500.0,8136.0,-283.0,1.82
537.0,한독,16150.0,650.0,-3.87%,500.0,8416.0,280.0,2.79
538.0,대원강업,3580.0,20.0,+0.56%,500.0,9830.0,-50.0,0.12
539.0,이월드,1565.0,40.0,-2.49%,1000.0,4332.0,19.0,-4.34
540.0,넥센,4135.0,40.0,-0.96%,500.0,45723.0,336.0,22.12
541.0,태림포장,3120.0,50.0,-1.58%,500.0,6009.0,302.0,26.84
542.0,AK홀딩스,16450.0,450.0,-2.66%,5000.0,45487.0,-1657.0,20.91
543.0,KBSTAR ESG사회책임투자,10055.0,75.0,-0.74%,0.0,,,
544.0,화승인더,3935.0,115.0,-2.84%,500.0,16371.0,171.0,5.14
545.0,KSS해운,9420.0,10.0,-0.11%,500.0,14462.0,581.0,43.25
546.0,선진,9140.0,60.0,-0.65%,500.0,12096.0,863.0,27.47
547.0,한신기계,6680.0,80.0,-1.18%,500.0,1011.0,52.0,5.29
548.0,TIGER 리츠부동산인프라,4595.0,40.0,-0.86%,0.0,,,
549.0,JW홀딩스,3060.0,85.0,-2.70%,500.0,10658.0,687.0,0.95
550.0,KODEX 은행,6490.0,70.0,+1.09%,0.0,,,
551.0,ACE 단기통안채,101615.0,0.0,0.00%,0.0,,,
552.0,신한서부티엔디리츠,3735.0,15.0,-0.40%,1000.0,5819.0,75.0,
553.0,SOL 종합채권(AA-이상)액티브,97915.0,930.0,-0.94%,0.0,,,
554.0,방림,4900.0,410.0,-7.72%,500.0,2571.0,64.0,12.38
555.0,에이프로젠제약,517.0,29.0,-5.31%,500.0,6146.0,-38.0,5.93
556.0,TIGER 글로벌자율주행&전기차SOLACTIVE,8675.0,290.0,-3.23%,0.0,,,
557.0,에스엠벡셀,1840.0,10.0,+0.55%,500.0,478.0,-82.0,
558.0,TIGER 차이나CSI300,9360.0,310.0,-3.21%,0.0,,,
559.0,KBSTAR 미국나스닥100,10570.0,345.0,-3.16%,0.0,,,
560.0,흥국화재,3170.0,5.0,+0.16%,5000.0,137623.0,771.0,0.48
561.0,일진전기,5480.0,140.0,-2.49%,1000.0,8379.0,204.0,31.7
562.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,279.0,-49.0,34.6
563.0,TIGER KRX BBIG K-뉴딜,6850.0,105.0,-1.51%,0.0,,,
564.0,경농,10400.0,100.0,-0.95%,500.0,3888.0,168.0,8.85
565.0,HDC랩스,7820.0,120.0,-1.51%,500.0,4114.0,97.0,5.44
566.0,한세예스24홀딩스,5060.0,80.0,-1.56%,500.0,22413.0,1347.0,0.03
567.0,부국증권,19500.0,50.0,-0.26%,5000.0,16474.0,1016.0,-14.41
568.0,두산우,50400.0,100.0,-0.20%,5000.0,,,
569.0,SOL 200TR,10615.0,90.0,-0.84%,0.0,,,
570.0,예스코홀딩스,33300.0,150.0,-0.45%,5000.0,14230.0,240.0,15.0
571.0,포스코스틸리온,33250.0,1400.0,-4.04%,5000.0,5864.0,1433.0,48.49
572.0,휴스틸,5070.0,50.0,-0.98%,1000.0,9519.0,632.0,68.62
573.0,동남합성,54900.0,100.0,+0.18%,500.0,906.0,149.0,28.31
574.0,일진홀딩스,4015.0,65.0,-1.59%,1000.0,16116.0,387.0,27.42
575.0,백광산업,4405.0,15.0,-0.34%,500.0,3592.0,179.0,11.55
576.0,유수홀딩스,7590.0,100.0,-1.30%,2500.0,5017.0,203.0,50.44
577.0,금호에이치티,981.0,14.0,-1.41%,500.0,4588.0,65.0,6.54
578.0,경보제약,8200.0,150.0,-1.80%,500.0,2370.0,-66.0,-20.73
579.0,진흥기업,1345.0,55.0,-3.93%,500.0,3346.0,433.0,17.76
580.0,KODEX 골드선물(H),11835.0,10.0,-0.08%,0.0,,,
581.0,삼성제약,2890.0,105.0,-3.51%,500.0,1455.0,-181.0,13.74
582.0,GS글로벌,2350.0,80.0,-3.29%,2500.0,14427.0,388.0,36.73
583.0,태경산업,6600.0,70.0,-1.05%,500.0,5847.0,406.0,20.0
584.0,현대리바트,9390.0,260.0,-2.69%,1000.0,8636.0,202.0,1.59
585.0,DB금융투자,4540.0,80.0,-1.73%,5000.0,95837.0,1696.0,-10.56
586.0,삼성전기우,66100.0,2700.0,-3.92%,5000.0,,,
587.0,JW생명과학,12100.0,250.0,-2.02%,2500.0,2195.0,284.0,-7.47
588.0,LS네트웍스,2430.0,90.0,-3.57%,5000.0,13094.0,43.0,16.61
589.0,백산,8140.0,340.0,-4.01%,500.0,3302.0,232.0,-3.14
590.0,아모레G3우(전환),26800.0,150.0,-0.56%,500.0,,,
591.0,삼영전자,9500.0,50.0,-0.52%,500.0,5436.0,157.0,19.1
592.0,신라교역,11850.0,50.0,-0.42%,500.0,6805.0,169.0,-6.94
593.0,KODEX 반도체,23100.0,375.0,-1.60%,0.0,,,
594.0,현대차3우B,77100.0,400.0,-0.52%,5000.0,,,
595.0,해태제과식품,6430.0,200.0,-3.02%,500.0,6549.0,260.0,0.67
596.0,LG우,61900.0,100.0,-0.16%,5000.0,,,
597.0,신세계푸드,48100.0,1150.0,-2.34%,5000.0,8795.0,293.0,7.47
598.0,ARIRANG 고배당주,11860.0,30.0,+0.25%,0.0,,,
599.0,금강공업,6320.0,170.0,-2.62%,1000.0,8687.0,259.0,13.67
600.0,대영포장,1710.0,30.0,+1.79%,500.0,2461.0,122.0,23.74
601.0,진양홀딩스,3305.0,45.0,-1.34%,500.0,5661.0,69.0,6.26
602.0,한솔테크닉스,5750.0,80.0,+1.41%,5000.0,7887.0,-43.0,24.75
603.0,경인양행,4420.0,165.0,-3.60%,500.0,5795.0,284.0,22.48
604.0,KODEX 미국나스닥100선물(H),13640.0,355.0,-2.54%,0.0,,,
605.0,TIGER Fn메타버스,7275.0,215.0,-2.87%,0.0,,,
606.0,동부건설,7990.0,30.0,-0.37%,5000.0,12620.0,613.0,-2.33
607.0,동아지질,13000.0,250.0,-1.89%,500.0,3508.0,40.0,-8.0
608.0,ARIRANG 코스피TR,12115.0,90.0,-0.74%,0.0,,,
609.0,대성산업,4025.0,0.0,0.00%,5000.0,16524.0,193.0,35.65
610.0,제이에스코퍼레이션,13600.0,150.0,-1.09%,100.0,5523.0,610.0,145.03
611.0,삼성 인버스 2X 천연가스 선물 ETN C,18100.0,895.0,+5.20%,0.0,,,
612.0,TIGER 차이나과창판STAR50(합성),7050.0,100.0,-1.40%,0.0,,,
613.0,KBSTAR 미국S&P500,10715.0,300.0,-2.72%,0.0,,,
614.0,아시아나IDT,16100.0,550.0,-3.30%,500.0,2221.0,73.0,-10.79
615.0,동성제약,6800.0,70.0,-1.02%,1000.0,1046.0,-53.0,-3.86
616.0,한농화성,11350.0,600.0,-5.02%,500.0,2170.0,195.0,29.07
617.0,NH투자증권우,9400.0,50.0,-0.53%,5000.0,,,
618.0,우진,8670.0,180.0,-2.03%,500.0,2298.0,84.0,20.68
619.0,STX중공업,6200.0,300.0,-4.62%,2500.0,4304.0,-109.0,-33.92
620.0,코람코더원리츠,4335.0,5.0,-0.12%,500.0,5182.0,35.0,
621.0,삼성물산우B,107500.0,1000.0,-0.92%,100.0,,,
622.0,다올투자증권,2895.0,40.0,-1.36%,5000.0,92292.0,1482.0,46.85
623.0,용평리조트,3610.0,135.0,-3.60%,5000.0,8415.0,307.0,85.48
624.0,휴비스,4990.0,90.0,-1.77%,5000.0,8434.0,65.0,17.63
625.0,제일파마홀딩스,10750.0,550.0,-4.87%,500.0,8924.0,-90.0,0.08
626.0,이지스밸류리츠,4655.0,10.0,-0.21%,1000.0,3293.0,456.0,102.34
627.0,동아타이어,12400.0,50.0,+0.40%,500.0,4206.0,144.0,25.42
628.0,태영건설,4360.0,70.0,-1.58%,500.0,37348.0,1745.0,20.61
629.0,한컴라이프케어,6110.0,240.0,-3.78%,200.0,2141.0,48.0,-20.22
630.0,서연,7170.0,170.0,-2.32%,500.0,21379.0,837.0,10.82
631.0,신원,1630.0,30.0,-1.81%,500.0,5036.0,216.0,26.66
632.0,TIGER 코스피,23960.0,230.0,-0.95%,0.0,,,
633.0,DB,819.0,10.0,-1.21%,500.0,6020.0,235.0,19.99
634.0,ACE 종합채권(AA-이상)KIS액티브,92950.0,590.0,-0.63%,0.0,,,
635.0,삼화페인트,6050.0,150.0,-2.42%,500.0,6121.0,8.0,14.48
636.0,한국패러랠,2055.0,5.0,-0.24%,0.0,,,
637.0,인스코비,1460.0,60.0,-3.95%,500.0,1093.0,-24.0,23.95
638.0,효성ITX,14100.0,150.0,-1.05%,500.0,2414.0,203.0,-1.7
639.0,TIGER KOFR금리액티브(합성),100190.0,5.0,0.00%,0.0,,,
640.0,디씨엠,14150.0,350.0,-2.41%,500.0,2869.0,349.0,51.67
641.0,경동도시가스,27350.0,1050.0,-3.70%,2500.0,9045.0,271.0,34.07
