N,종목명,현재가,전일비,등락률,액면가,자산총계,영업이익,매출액증가율
642.0,계룡건설,18050.0,550.0,-2.96%,5000.0,23271.0,2327.0,16.45
643.0,노루페인트,8060.0,100.0,-1.23%,500.0,6706.0,255.0,13.69
644.0,HANARO MSCI Korea TR,12560.0,70.0,-0.55%,0.0,,,
645.0,현대비앤지스틸,10650.0,200.0,-1.84%,5000.0,7688.0,897.0,25.79
646.0,한국주철관,7020.0,70.0,-0.99%,500.0,4231.0,486.0,-22.3
647.0,TIGER 여행레저,4045.0,65.0,-1.58%,0.0,,,
648.0,태경비케이,5770.0,170.0,-2.86%,500.0,3324.0,196.0,18.03
649.0,세아특수강,18550.0,400.0,-2.11%,5000.0,6511.0,354.0,36.76
650.0,삼양통상,52700.0,100.0,+0.19%,5000.0,4590.0,364.0,-2.25
651.0,디아이,5010.0,240.0,-4.57%,500.0,2491.0,165.0,39.63
652.0,세종공업,5670.0,30.0,-0.53%,500.0,11801.0,-42.0,34.27
653.0,세원이앤씨,728.0,19.0,-2.54%,500.0,2927.0,-96.0,-24.31
654.0,KODEX TRF3070,10735.0,90.0,-0.83%,0.0,,,
655.0,STX,5430.0,280.0,-4.90%,2500.0,6761.0,90.0,-5.13
656.0,현대약품,4835.0,105.0,-2.13%,500.0,1639.0,-16.0,5.14
657.0,대한화섬,116500.0,4500.0,-3.72%,5000.0,9078.0,32.0,35.05
658.0,KODEX 미국나스닥100레버리지(합성 H),3970.0,190.0,-4.57%,0.0,,,
659.0,수산중공업,2840.0,95.0,-3.24%,500.0,2361.0,143.0,83.55
660.0,ACE 중국본토CSI300,25190.0,935.0,-3.58%,0.0,,,
661.0,TIGER 글로벌4차산업혁신기술(합성 H),13925.0,410.0,-2.86%,0.0,,,
662.0,컨버즈,4100.0,0.0,0.00%,500.0,330.0,-19.0,99.87
663.0,KODEX 23-12 국고채액티브,10045.0,5.0,-0.05%,0.0,,,
664.0,샘표식품,33000.0,0.0,0.00%,500.0,3275.0,235.0,9.33
665.0,미원화학,68000.0,600.0,-0.87%,1000.0,1338.0,128.0,23.24
666.0,TIGER 코스닥150,10135.0,205.0,-1.98%,0.0,,,
667.0,KODEX 장기종합채권(AA-이상)액티브KAP,85205.0,1310.0,-1.51%,0.0,,,
668.0,TIGER 24-10 회사채(A+이상)액티브,50660.0,95.0,-0.19%,0.0,,,
669.0,SNT에너지,19400.0,450.0,-2.27%,500.0,3321.0,133.0,-27.93
670.0,디와이,5500.0,100.0,-1.79%,500.0,8600.0,468.0,26.47
671.0,디아이씨,3700.0,95.0,-2.50%,500.0,6289.0,273.0,19.61
672.0,KBSTAR KIS국고채30년Enhanced,69345.0,3260.0,-4.49%,0.0,,,
673.0,벽산,2085.0,55.0,-2.57%,500.0,5054.0,85.0,7.26
674.0,퍼스텍,2970.0,35.0,-1.16%,500.0,1856.0,43.0,3.5
675.0,무학,4980.0,70.0,-1.39%,200.0,6466.0,-9.0,-8.92
676.0,사조동아원,1005.0,10.0,-0.99%,500.0,4488.0,191.0,6.33
677.0,신흥,14900.0,0.0,0.00%,500.0,1386.0,130.0,8.75
678.0,TIGER 200선물인버스2X,3430.0,60.0,+1.78%,0.0,,,
679.0,KBSTAR iSelect메타버스,6495.0,185.0,-2.77%,0.0,,,
680.0,한솔홀딩스,3360.0,35.0,-1.03%,1000.0,6537.0,184.0,15.07
681.0,KCTC,4700.0,30.0,-0.63%,500.0,5323.0,296.0,42.15
682.0,팜스코,3830.0,35.0,-0.91%,500.0,11076.0,361.0,15.21
683.0,ACE 베트남VN30(합성),15970.0,1100.0,-6.44%,0.0,,,
684.0,KH 필룩스,876.0,46.0,-4.99%,500.0,5394.0,-69.0,1.16
685.0,노루홀딩스,10500.0,150.0,-1.41%,500.0,10555.0,267.0,12.64
686.0,성창기업지주,1995.0,15.0,-0.75%,500.0,7037.0,105.0,15.81
687.0,NH올원리츠,3295.0,60.0,-1.79%,500.0,5183.0,87.0,2.68
688.0,TIGER 헬스케어,26820.0,280.0,-1.03%,0.0,,,
689.0,한국석유,10900.0,100.0,-0.91%,500.0,3421.0,156.0,29.94
690.0,KBSTAR IT플러스,14805.0,205.0,-1.37%,0.0,,,
691.0,동방,2875.0,225.0,+8.49%,1000.0,5313.0,278.0,0.66
692.0,TIGER 글로벌메타버스액티브,5605.0,255.0,-4.35%,0.0,,,
693.0,디와이파워,12400.0,450.0,-3.50%,500.0,3420.0,422.0,43.45
694.0,KODEX 차이나항셍테크,5735.0,255.0,-4.26%,0.0,,,
695.0,KBSTAR 200TR,16075.0,135.0,-0.83%,0.0,,,
696.0,샘표,47500.0,1050.0,-2.16%,1000.0,4427.0,219.0,9.37
697.0,에이블씨엔씨,5050.0,210.0,-3.99%,500.0,1938.0,-224.0,-14.49
698.0,KODEX 미국S&P500선물(H),18045.0,345.0,-1.88%,0.0,,,
699.0,아남전자,1765.0,50.0,-2.75%,500.0,2720.0,151.0,35.92
700.0,신일전자,1905.0,5.0,-0.26%,500.0,1221.0,96.0,12.22
701.0,강남제비스코,20650.0,250.0,-1.20%,1000.0,9040.0,-127.0,73.41
702.0,극동유화,3815.0,110.0,-2.80%,500.0,3219.0,205.0,54.9
703.0,두산퓨얼셀1우,9880.0,320.0,-3.14%,100.0,,,
704.0,종근당바이오,24000.0,700.0,-2.83%,2500.0,2985.0,-114.0,14.16
705.0,유화증권,2315.0,20.0,+0.87%,1000.0,7347.0,76.0,7.33
706.0,대신 골드 커버드콜 타겟 5%인컴 ETN(H),13110.0,20.0,+0.15%,0.0,,,
707.0,조선선재,104000.0,1500.0,-1.42%,500.0,1395.0,141.0,14.51
708.0,대신증권2우B,13050.0,50.0,-0.38%,5000.0,,,
709.0,삼성 레버리지 천연가스 선물 ETN B,12940.0,1230.0,-8.68%,0.0,,,
710.0,TIGER 미국MSCI리츠(합성 H),11750.0,275.0,-2.29%,0.0,,,
711.0,KBSTAR 국고채3년선물인버스,105280.0,605.0,+0.58%,0.0,,,
712.0,미창석유,73600.0,100.0,-0.14%,5000.0,3476.0,355.0,46.37
713.0,HDC현대EP,3990.0,45.0,-1.12%,500.0,5829.0,284.0,24.71
714.0,광전자,2180.0,40.0,-1.80%,500.0,2390.0,69.0,15.72
715.0,HANARO 200TR,37135.0,280.0,-0.75%,0.0,,,
716.0,인천도시가스,28800.0,950.0,-3.19%,5000.0,3606.0,32.0,-0.06
717.0,태경케미컬,10850.0,0.0,0.00%,500.0,1607.0,121.0,14.89
718.0,만호제강,30300.0,1200.0,-3.81%,1000.0,2570.0,2.0,30.46
719.0,TRUE 코스피 양매도 5% OTM ETN,8350.0,5.0,-0.06%,0.0,,,
720.0,일성건설,2315.0,65.0,-2.73%,500.0,3793.0,108.0,22.06
721.0,센트랄모텍,14450.0,400.0,-2.69%,500.0,2781.0,36.0,16.29
722.0,SK이노베이션우,99400.0,1100.0,-1.09%,5000.0,,,
723.0,조흥,205500.0,500.0,+0.24%,5000.0,2676.0,191.0,12.69
724.0,NI스틸,4285.0,75.0,-1.72%,500.0,3411.0,312.0,28.89
725.0,한국공항,38550.0,150.0,-0.39%,5000.0,3839.0,-9.0,13.96
726.0,황금에스티,7120.0,130.0,-1.79%,500.0,4316.0,412.0,13.17
727.0,미래에셋 코스피 양매도 5% OTM ETN,8055.0,0.0,0.00%,0.0,,,
728.0,한국화장품,7510.0,480.0,-6.01%,500.0,485.0,-32.0,-7.63
729.0,TIGER 23-12 국공채액티브,200205.0,90.0,-0.04%,0.0,,,
730.0,KODEX 국고채3년,56465.0,245.0,-0.43%,0.0,,,
731.0,가온전선,18850.0,300.0,-1.57%,5000.0,6590.0,166.0,24.84
732.0,한국내화,2870.0,70.0,-2.38%,500.0,3579.0,86.0,33.41
733.0,동양철관,990.0,20.0,-1.98%,500.0,1860.0,-32.0,4.72
734.0,삼익악기,1295.0,30.0,-2.26%,500.0,5853.0,333.0,19.19
735.0,한국특강,1920.0,100.0,-4.95%,500.0,4587.0,400.0,66.51
736.0,한진중공업홀딩스,3910.0,25.0,-0.64%,5000.0,18378.0,446.0,11.67
737.0,대창,1265.0,30.0,-2.32%,500.0,8107.0,603.0,36.86
738.0,한양증권,9050.0,50.0,-0.55%,5000.0,16334.0,1162.0,83.21
739.0,인지컨트롤스,7500.0,290.0,-3.72%,500.0,5434.0,20.0,5.71
740.0,이지스레지던스리츠,4040.0,10.0,-0.25%,1000.0,2945.0,255.0,
741.0,TIGER 현대차그룹+펀더멘털,19765.0,115.0,-0.58%,0.0,,,
742.0,KODEX 배당가치,11310.0,65.0,-0.57%,0.0,,,
743.0,모나리자,3120.0,0.0,0.00%,500.0,940.0,34.0,-9.16
744.0,국제약품,5650.0,120.0,-2.08%,1000.0,1398.0,-17.0,-8.17
745.0,에이플러스에셋,5030.0,30.0,-0.59%,500.0,2856.0,57.0,-9.51
746.0,CJ우,49900.0,400.0,-0.80%,5000.0,,,
747.0,유니온머티리얼,2685.0,95.0,-3.42%,500.0,1867.0,-8.0,26.47
748.0,삼일제약,8200.0,80.0,-0.97%,500.0,2264.0,4.0,9.15
749.0,화성산업,11000.0,550.0,-4.76%,5000.0,8080.0,286.0,0.71
750.0,삼원강재,2780.0,30.0,-1.07%,500.0,2707.0,95.0,21.94
751.0,KODEX 미국달러선물,11535.0,100.0,-0.86%,0.0,,,
752.0,깨끗한나라,2965.0,115.0,-3.73%,1000.0,5987.0,130.0,-2.17
753.0,TIGER 중국소비테마,6825.0,100.0,-1.44%,0.0,,,
754.0,미래에셋글로벌리츠,3785.0,15.0,-0.39%,1000.0,3721.0,45.0,
755.0,TIGER 미디어컨텐츠,6650.0,235.0,-3.41%,0.0,,,
756.0,HL D&I,2900.0,50.0,-1.69%,5000.0,15214.0,786.0,-4.87
757.0,팜젠사이언스,6930.0,250.0,-3.48%,500.0,2203.0,-50.0,13.72
758.0,TIGER 반도체,23940.0,370.0,-1.52%,0.0,,,
759.0,무림페이퍼,2610.0,110.0,-4.04%,2500.0,22844.0,298.0,11.12
760.0,한신공영,9370.0,150.0,-1.58%,5000.0,21199.0,446.0,-15.78
761.0,TIGER 투자등급회사채액티브,98995.0,270.0,-0.27%,0.0,,,
762.0,유유제약,6280.0,250.0,-3.83%,1000.0,1930.0,12.0,17.87
763.0,한국수출포장,26950.0,50.0,-0.19%,5000.0,3318.0,200.0,20.55
764.0,세이브존I&C,2620.0,20.0,-0.76%,1000.0,5643.0,110.0,-9.32
765.0,인디에프,1520.0,30.0,-1.94%,500.0,1253.0,-221.0,-2.65
766.0,크라운제과,8550.0,190.0,-2.17%,200.0,3246.0,159.0,-0.09
767.0,SG세계물산,528.0,9.0,-1.68%,500.0,3084.0,-47.0,-19.1
768.0,대구백화점,9800.0,10.0,-0.10%,5000.0,4866.0,-181.0,-10.23
769.0,이아이디,991.0,7.0,-0.70%,200.0,5193.0,-205.0,34.63
770.0,대양금속,3230.0,5.0,+0.16%,500.0,1575.0,152.0,44.79
771.0,한국화장품제조,22950.0,700.0,-2.96%,500.0,765.0,-8.0,9.39
772.0,대현,2340.0,15.0,-0.64%,500.0,2801.0,224.0,13.7
773.0,이구산업,3090.0,120.0,-3.74%,500.0,3239.0,356.0,64.76
774.0,현대코퍼레이션홀딩스,11250.0,50.0,-0.44%,5000.0,2510.0,81.0,-13.95
775.0,대유플러스,846.0,3.0,-0.35%,500.0,5944.0,132.0,13.04
776.0,대동전자,9750.0,450.0,-4.41%,500.0,2110.0,22.0,9.58
777.0,KBSTAR 코스닥150,9835.0,195.0,-1.94%,0.0,,,
778.0,지투알,6120.0,10.0,-0.16%,1000.0,5649.0,222.0,22.07
779.0,삼호개발,4045.0,55.0,-1.34%,500.0,2969.0,131.0,-12.69
780.0,기신정기,3455.0,30.0,+0.88%,500.0,2651.0,96.0,2.23
781.0,ACE 국고채10년,87280.0,1430.0,-1.61%,0.0,,,
782.0,조광페인트,7860.0,270.0,-3.32%,500.0,3470.0,-88.0,18.5
783.0,IHQ,482.0,18.0,-3.60%,500.0,2386.0,-116.0,-25.96
784.0,엔에이치스팩19호,1945.0,10.0,-0.51%,100.0,1158.0,-1.0,
785.0,고려산업,3990.0,50.0,+1.27%,1000.0,2386.0,49.0,12.06
786.0,SK우,175000.0,0.0,0.00%,200.0,,,
787.0,SH에너지화학,888.0,13.0,-1.44%,500.0,1196.0,3.0,49.39
788.0,신영와코루,10950.0,50.0,-0.45%,500.0,3887.0,37.0,6.42
789.0,KTcs,2305.0,10.0,-0.43%,500.0,4168.0,210.0,3.65
790.0,새론오토모티브,5120.0,30.0,+0.59%,500.0,2684.0,3.0,-5.94
791.0,보락,1635.0,95.0,-5.49%,200.0,563.0,17.0,3.84
792.0,마스턴프리미어리츠,3680.0,5.0,-0.14%,1000.0,1808.0,4.0,
793.0,대원화성,2370.0,90.0,-3.66%,500.0,1358.0,-84.0,4.18
794.0,크라운해태홀딩스,6560.0,240.0,-3.53%,500.0,11157.0,393.0,0.54
795.0,토니모리,4030.0,190.0,-4.50%,200.0,2021.0,-135.0,1.05
796.0,신풍제약우,43800.0,1300.0,-2.88%,500.0,,,
797.0,와이투솔루션,605.0,4.0,-0.66%,500.0,1185.0,-45.0,-5.47
798.0,CJ씨푸드,2680.0,30.0,-1.11%,500.0,1334.0,45.0,8.79
799.0,삼화전기,14450.0,500.0,-3.34%,1000.0,1586.0,218.0,23.98
800.0,KODEX 미국메타버스나스닥액티브,5750.0,210.0,-3.52%,0.0,,,
801.0,다스코,4905.0,135.0,-2.68%,500.0,2985.0,43.0,61.98
802.0,광명전기,2195.0,50.0,-2.23%,500.0,1699.0,29.0,10.96
803.0,유니켐,1285.0,5.0,-0.39%,500.0,3359.0,95.0,-2.3
804.0,DSR,5850.0,40.0,-0.68%,500.0,3026.0,135.0,17.94
805.0,TIGER 미국채10년선물,11410.0,245.0,-2.10%,0.0,,,
806.0,명문제약,2750.0,185.0,-6.30%,500.0,2233.0,-59.0,7.75
807.0,태평양물산,1935.0,85.0,+4.59%,500.0,7650.0,14.0,13.74
808.0,삼성 인버스 2X 코스닥150 선물 ETN,18615.0,825.0,+4.64%,0.0,,,
809.0,쌍방울,352.0,11.0,-3.03%,500.0,3956.0,-23.0,-0.23
810.0,TIGER 중장기국채,48600.0,570.0,-1.16%,0.0,,,
811.0,계양전기,2825.0,35.0,-1.22%,500.0,2851.0,18.0,3.32
812.0,까뮤이앤씨,2035.0,165.0,-7.50%,500.0,1951.0,-30.0,1.21
813.0,동일고무벨트,6590.0,80.0,-1.20%,500.0,3138.0,9.0,14.12
814.0,상상인증권,844.0,8.0,+0.96%,1000.0,5825.0,138.0,32.24
815.0,지엠비코리아,4765.0,105.0,-2.16%,500.0,5225.0,84.0,19.19
816.0,KBSTAR Fn5G테크,8110.0,190.0,-2.29%,0.0,,,
817.0,한창제지,1510.0,40.0,-2.58%,500.0,2486.0,178.0,6.26
818.0,웅진,1125.0,40.0,-3.43%,500.0,10660.0,430.0,10.57
819.0,범양건영,3620.0,140.0,-3.72%,1000.0,1985.0,30.0,-22.48
820.0,동방아그로,6600.0,0.0,0.00%,500.0,2045.0,82.0,3.51
821.0,TRUE 레버리지 S&P500 선물 ETN(H),17860.0,665.0,-3.59%,0.0,,,
822.0,써니전자,2555.0,170.0,-6.24%,500.0,772.0,18.0,-0.09
823.0,한솔홈데코,1105.0,30.0,-2.64%,1000.0,3147.0,86.0,3.96
824.0,국보,859.0,9.0,+1.06%,500.0,1023.0,-80.0,-11.9
825.0,보해양조,638.0,8.0,-1.24%,500.0,1531.0,11.0,6.6
826.0,일신석재,1145.0,45.0,-3.78%,500.0,919.0,8.0,27.24
827.0,한세엠케이,2945.0,75.0,-2.48%,500.0,1291.0,-121.0,-5.7
828.0,신한 인버스 2X WTI원유 선물 ETN(H),140.0,0.0,0.00%,0.0,,,
829.0,KODEX 차이나CSI300,11595.0,355.0,-2.97%,0.0,,,
830.0,인터지스,2955.0,90.0,-2.96%,500.0,3886.0,200.0,28.49
831.0,KBSTAR 2차전지액티브,9020.0,105.0,-1.15%,0.0,,,
832.0,삼영화학,2570.0,35.0,-1.34%,500.0,1177.0,26.0,13.27
833.0,KTis,2510.0,20.0,-0.79%,500.0,3694.0,144.0,3.17
834.0,텔코웨어,9000.0,150.0,-1.64%,500.0,1222.0,12.0,-4.34
835.0,KODEX WTI원유선물(H),13825.0,135.0,+0.99%,0.0,,,
836.0,TIGER 인버스,5630.0,50.0,+0.90%,0.0,,,
837.0,남광토건,8820.0,320.0,-3.50%,5000.0,2740.0,208.0,49.92
838.0,아모레G우,13450.0,0.0,0.00%,500.0,,,
839.0,천일고속,60300.0,400.0,+0.67%,5000.0,627.0,-98.0,-5.83
840.0,플레이그램,815.0,7.0,-0.85%,100.0,1295.0,-15.0,19.79
841.0,TIGER 미국다우존스30,20850.0,455.0,-2.14%,0.0,,,
842.0,한국프랜지,2820.0,25.0,-0.88%,1000.0,6994.0,262.0,13.88
843.0,제일연마,8550.0,390.0,-4.36%,500.0,1065.0,66.0,9.0
844.0,KODEX 은선물(H),4600.0,10.0,-0.22%,0.0,,,
845.0,SK케미칼우,40000.0,400.0,-0.99%,5000.0,,,
846.0,KODEX 차이나과창판STAR50(합성),7015.0,220.0,-3.04%,0.0,,,
847.0,휴니드,5930.0,140.0,-2.31%,5000.0,2673.0,133.0,13.13
848.0,두올,2525.0,80.0,-3.07%,2500.0,4241.0,253.0,6.4
849.0,부산산업,78800.0,2000.0,-2.48%,5000.0,1338.0,4.0,10.7
850.0,진양산업,6380.0,270.0,-4.06%,500.0,779.0,68.0,18.71
851.0,DRB동일,4160.0,65.0,-1.54%,500.0,8320.0,6.0,11.01
852.0,KODEX 미국채울트라30년선물(H),8905.0,245.0,-2.68%,0.0,,,
853.0,삼성공조,10150.0,50.0,+0.50%,500.0,2575.0,12.0,24.79
854.0,코스맥스비티아이,8580.0,310.0,-3.49%,500.0,9547.0,119.0,9.53
855.0,대원전선,1145.0,20.0,-1.72%,500.0,2406.0,23.0,29.31
856.0,신송홀딩스,6950.0,40.0,-0.57%,500.0,2482.0,69.0,-9.44
857.0,KBSTAR 미국단기투자등급회사채액티브,9760.0,125.0,-1.26%,0.0,,,
858.0,시디즈,40700.0,700.0,-1.69%,500.0,848.0,127.0,10.75
859.0,카프로,2035.0,85.0,-4.01%,500.0,3953.0,36.0,128.65
860.0,웰바이오텍,1225.0,35.0,-2.78%,500.0,1368.0,-39.0,101.26
861.0,호전실업,8290.0,110.0,-1.31%,500.0,3027.0,206.0,17.89
862.0,덕양산업,2480.0,55.0,-2.17%,500.0,5236.0,63.0,4.35
863.0,서울식품,215.0,3.0,-1.38%,100.0,723.0,-36.0,-10.18
864.0,사조씨푸드,4660.0,150.0,-3.12%,1000.0,3369.0,140.0,-18.58
865.0,KBSTAR 국채선물5년추종인버스,54120.0,500.0,+0.93%,0.0,,,
866.0,KBSTAR 단기국공채액티브,103205.0,15.0,-0.01%,0.0,,,
867.0,대유에이텍,694.0,6.0,-0.86%,500.0,13210.0,423.0,12.88
868.0,이건산업,7270.0,320.0,-4.22%,5000.0,4193.0,321.0,7.74
869.0,큐로,344.0,6.0,-1.71%,500.0,1659.0,-150.0,-35.41
870.0,TIGER KRX바이오K-뉴딜,6130.0,80.0,-1.29%,0.0,,,
871.0,비상교육,6100.0,190.0,-3.02%,500.0,2715.0,77.0,25.11
872.0,덕성,5050.0,140.0,-2.70%,500.0,1253.0,40.0,-2.13
873.0,조비,15250.0,250.0,-1.61%,5000.0,1038.0,31.0,14.86
874.0,한일철강,2955.0,40.0,-1.34%,500.0,3387.0,296.0,58.22
875.0,전방,46950.0,450.0,-0.95%,5000.0,3833.0,74.0,27.19
876.0,삼화왕관,36600.0,750.0,-2.01%,5000.0,2433.0,81.0,6.9
877.0,한솔로지스틱스,2855.0,115.0,-3.87%,500.0,2666.0,303.0,46.59
878.0,삼일씨엔에스,6150.0,10.0,-0.16%,1000.0,3519.0,136.0,
879.0,혜인,6150.0,170.0,-2.69%,500.0,1947.0,91.0,-5.14
880.0,콤텍시스템,645.0,20.0,-3.01%,500.0,3491.0,173.0,60.29
881.0,한국종합기술,7090.0,10.0,+0.14%,500.0,3394.0,72.0,-6.93
882.0,대신 철광석 선물 ETN(H),38630.0,305.0,-0.78%,0.0,,,
883.0,TIGER 200 건설,2550.0,5.0,-0.20%,0.0,,,
884.0,화승코퍼레이션,1535.0,35.0,-2.23%,500.0,11552.0,102.0,6.59
885.0,KODEX Fn Top10동일가중,6910.0,35.0,-0.50%,0.0,,,
886.0,신한 레버리지 은 선물 ETN(H),7665.0,95.0,-1.22%,0.0,,,
887.0,화천기계,3480.0,190.0,-5.18%,500.0,1559.0,13.0,28.58
888.0,마니커,1205.0,15.0,-1.23%,500.0,1965.0,-130.0,17.66
889.0,TRUE 레버리지 나스닥 100 ETN,15300.0,940.0,-5.79%,0.0,,,
890.0,SG글로벌,1690.0,15.0,-0.88%,500.0,1870.0,-6.0,-32.08
891.0,유니온,4850.0,140.0,-2.81%,500.0,3662.0,52.0,14.13
892.0,금비,75600.0,3300.0,-4.18%,5000.0,3379.0,99.0,4.25
893.0,사조오양,8010.0,80.0,-0.99%,5000.0,3159.0,204.0,0.39
894.0,KODEX 국고채30년액티브,95920.0,2920.0,-2.95%,0.0,,,
895.0,남성,2080.0,75.0,-3.48%,500.0,2888.0,69.0,10.58
896.0,오리엔트바이오,633.0,13.0,-2.01%,500.0,1050.0,-38.0,4.36
897.0,NH프라임리츠,4015.0,0.0,0.00%,500.0,945.0,23.0,-3.76
898.0,TIGER 경기방어,9355.0,25.0,-0.27%,0.0,,,
899.0,유니드비티플러스,7020.0,150.0,-2.09%,1000.0,,,
900.0,영흥,734.0,23.0,-3.04%,500.0,5190.0,67.0,104.57
901.0,TIGER 200선물레버리지,10340.0,195.0,-1.85%,0.0,,,
902.0,하이스틸,3625.0,140.0,-3.72%,500.0,2597.0,146.0,39.87
903.0,유성기업,2815.0,30.0,-1.05%,500.0,4100.0,75.0,14.43
904.0,DSR제강,5070.0,200.0,-3.80%,500.0,2417.0,43.0,17.56
905.0,엔케이,912.0,6.0,-0.65%,500.0,1307.0,19.0,-0.39
906.0,대호에이엘,1400.0,50.0,-3.45%,500.0,1450.0,18.0,18.1
907.0,ACE 미국WideMoat가치주,16905.0,500.0,-2.87%,0.0,,,
908.0,대우부품,1525.0,40.0,-2.56%,500.0,944.0,11.0,30.59
909.0,화천기공,32900.0,400.0,-1.20%,5000.0,4254.0,33.0,26.11
910.0,신한 인버스 2X 천연가스 선물 ETN,210.0,10.0,+5.00%,0.0,,,
911.0,우진플라임,3615.0,160.0,-4.24%,500.0,2764.0,166.0,14.14
912.0,두산2우B,80800.0,3200.0,-3.81%,5000.0,,,
913.0,KBSTAR 국채선물5년추종,47495.0,355.0,-0.74%,0.0,,,
914.0,아센디오,893.0,21.0,-2.30%,500.0,681.0,-36.0,0.31
915.0,TRUE 인버스 2X 나스닥 100 ETN,2395.0,100.0,+4.36%,0.0,,,
916.0,ACE G2전기차&자율주행액티브,8055.0,315.0,-3.76%,0.0,,,
917.0,신한 레버리지 천연가스 선물 ETN,7155.0,655.0,-8.39%,0.0,,,
918.0,KBSTAR 코스닥150선물레버리지,7000.0,335.0,-4.57%,0.0,,,
919.0,상신브레이크,3330.0,185.0,-5.26%,500.0,4936.0,122.0,13.75
920.0,한창,895.0,68.0,-7.06%,500.0,1343.0,-47.0,39.44
921.0,솔루스첨단소재1우,8390.0,170.0,-1.99%,100.0,,,
922.0,영보화학,3535.0,75.0,-2.08%,500.0,1799.0,59.0,-7.1
923.0,세원정공,7050.0,2260.0,-24.27%,500.0,6288.0,-109.0,-19.13
924.0,우성,22600.0,850.0,-3.62%,5000.0,3446.0,9.0,23.66
925.0,미래에셋맵스리츠,3470.0,15.0,-0.43%,1000.0,2925.0,38.0,1.9
926.0,KODEX 차이나2차전지MSCI(합성),8280.0,200.0,-2.36%,0.0,,,
927.0,신세계건설,17250.0,700.0,-3.90%,5000.0,8290.0,384.0,31.36
928.0,화승알앤에이,3620.0,180.0,-4.74%,500.0,4021.0,81.0,
929.0,세하,1190.0,25.0,-2.06%,1000.0,1953.0,133.0,7.87
930.0,HANARO 200 TOP10,7280.0,25.0,-0.34%,0.0,,,
931.0,유한양행우,57700.0,0.0,0.00%,1000.0,,,
932.0,인팩,6810.0,250.0,-3.54%,500.0,3540.0,128.0,14.34
933.0,ARIRANG 신흥국MSCI(합성 H),8775.0,135.0,-1.52%,0.0,,,
934.0,동양피스톤,5160.0,80.0,-1.53%,500.0,3626.0,103.0,10.28
935.0,KODEX 미국달러선물인버스2X,7190.0,120.0,+1.70%,0.0,,,
936.0,핸즈코퍼레이션,3105.0,140.0,-4.31%,500.0,8950.0,-501.0,-1.83
937.0,코오롱인더우,24500.0,150.0,-0.61%,5000.0,,,
938.0,에이엔피,1670.0,30.0,-1.76%,500.0,820.0,-120.0,-15.59
939.0,CS홀딩스,58600.0,2100.0,-3.46%,5000.0,3537.0,196.0,20.8
940.0,평화산업,1225.0,35.0,-2.78%,500.0,2201.0,59.0,25.27
941.0,문배철강,3265.0,120.0,-3.55%,500.0,2098.0,208.0,34.19
942.0,SOL KIS단기통안채,102010.0,0.0,0.00%,0.0,,,
943.0,부국철강,3340.0,115.0,-3.33%,500.0,1507.0,81.0,40.89
944.0,성보화학,3335.0,0.0,0.00%,500.0,1722.0,10.0,11.49
945.0,KBSTAR 고배당,11125.0,5.0,-0.04%,0.0,,,
946.0,TIGER 국채3년,105305.0,510.0,-0.48%,0.0,,,
947.0,메타랩스,2650.0,145.0,-5.19%,2500.0,850.0,-14.0,-19.78
948.0,KODEX Fn성장,12450.0,150.0,-1.19%,0.0,,,
949.0,대림B&Co,3950.0,70.0,-1.74%,1000.0,3266.0,24.0,12.05
950.0,KOSEF 단기자금,102400.0,5.0,0.00%,0.0,,,
951.0,티에이치엔,3640.0,65.0,-1.75%,500.0,3399.0,198.0,16.26
952.0,신한 WTI원유 선물 ETN(H),6540.0,50.0,+0.77%,0.0,,,
953.0,KBSTAR 25-11 회사채(AA-이상)액티브,50855.0,200.0,-0.39%,0.0,,,
954.0,SJM,4180.0,220.0,-5.00%,500.0,2450.0,77.0,5.09
955.0,화인베스틸,2180.0,50.0,-2.24%,500.0,1832.0,55.0,25.78
956.0,삼정펄프,25950.0,200.0,-0.76%,5000.0,2394.0,13.0,-5.6
957.0,KC그린홀딩스,2885.0,40.0,-1.37%,500.0,9066.0,204.0,10.34
958.0,국동,1160.0,55.0,-4.53%,500.0,1685.0,-36.0,-10.44
959.0,TIGER 소프트웨어,8825.0,180.0,-2.00%,0.0,,,
960.0,KODEX 미국종합채권SRI액티브(H),95640.0,1095.0,-1.13%,0.0,,,
961.0,GS우,35850.0,100.0,-0.28%,5000.0,,,
962.0,KOSEF 인도Nifty50(합성),19060.0,230.0,-1.19%,0.0,,,
963.0,HANARO e커머스,11460.0,130.0,-1.12%,0.0,,,
964.0,파워 200,30815.0,265.0,-0.85%,0.0,,,
965.0,일진디스플,1225.0,45.0,-3.54%,500.0,1175.0,-355.0,51.73
966.0,TRUE S&P500 선물 ETN,12600.0,90.0,-0.71%,0.0,,,
967.0,케이비아이동국실업,622.0,6.0,-0.96%,500.0,5680.0,-733.0,-1.76
968.0,모나미,3295.0,70.0,-2.08%,1000.0,2025.0,51.0,3.5
969.0,한익스프레스,5170.0,40.0,-0.77%,500.0,3748.0,57.0,26.17
970.0,TIGER 화장품,2195.0,35.0,-1.57%,0.0,,,
971.0,TRUE 레버리지 천연가스 선물 ETN(H),6145.0,510.0,-7.66%,0.0,,,
972.0,TIGER 200 중공업,2865.0,25.0,-0.87%,0.0,,,
973.0,인바이오젠,903.0,15.0,-1.63%,500.0,2745.0,-79.0,2.58
